Textfile,Determination_Year,Sub_Header,Sub_Section,Cond_Category,EScore
/home/admin/dockers/masters/data/pdfminer/search/SSD-5581-Mod-2.txt,2019,Independent Expert Review,This review must include aareview of all available monitoring databcomparison of predicted and actual groundwater impacts andcreview of the effectiveness of the Groundwater Management Plan for the development including the groundwater model.,3,1
/home/admin/dockers/masters/data/pdfminer/search/SSD-5579-Mod-3.txt,2019,Water Management Plan, The Applicant must prepare and implement a Water Management Plan for the development to the satisfaction of the Secretary. ,3,0.45
/home/admin/dockers/masters/data/pdfminer/search/MP08_0223-Mod-1.txt,2019,Construction Erosion and Sediment Control Plan, The Proponent must prepare and implement an Erosion and Sediment Control Plan for construction on the site to the satisfaction of the Planning Secretary. ,3,0.45
/home/admin/dockers/masters/data/pdfminer/search/MP08_0223-Mod-1.txt,2019,Construction Erosion and Sediment Control Plan, Soils and Construction Volume 2E Mines and Quarries DECC 2008 or its latest version  d identify activities that could cause soil erosion and generate sediment particularly in relation to activities near waterways  e describe the location function and capacity of erosion and sediment control structures  f describe what measures would be implemented to maintain the structures over time and g describe the sediment and erosion control measures to be implemented for all activities undertaken at the site particularly during the construction phase of the project.   ,3,0
/home/admin/dockers/masters/data/pdfminer/search/MP08_0223-Mod-1.txt,2019,Flooding, The Proponent must undertake a flood study for the site to the satisfaction of the Planning Secretary. ,3,0.45
/home/admin/dockers/masters/data/pdfminer/search/MP08_0223-Mod-1.txt,2019,Water Management Plan, The Proponent must prepare and implement a Water Management Plan for the project to the satisfaction of the Planning Secretary. ,3,0.45
/home/admin/dockers/masters/data/pdfminer/search/MP08_0223-Mod-1.txt,2019,Water Management Plan, Water and WaterNSW by suitably qualified and experienced persons and be submitted to the Planning Secretary for approval within 6 months of the date of this approval. ,3,0.6
/home/admin/dockers/masters/data/pdfminer/search/SSD-7142.txt,2019,Water Management Plan,BThe Applicant must prepare a Water Management Plan for the development to the satisfaction of the Planning Secretary. ,3,0.45
/home/admin/dockers/masters/data/pdfminer/search/SSD-5850-Mod-2.txt,2019,Water Management Plan, The Applicant must prepare a Water Management Plan for the development. ,3,1
/home/admin/dockers/masters/data/pdfminer/search/DA504-00-Mod-5.txt,2019,Water Resources Impact Assessment Criteria, The Applicant shall ensure that the development does not result in any a significant inflows to mine workings b reduction in pumping yield in privatelyowned groundwater bores c reduction in surface flows and groundwater baseflow to upland swamps Newnes Plateau Shrub Swamps and wetlands and d reduction in surface flows and groundwater baseflow to waterbodies including Marrangaroo Creek Farmers Creek Dargans Creek Wolgan River Dumbano Creek Bungleboori Creek and Wollangambe River excluding reduction in flows associated with the proposed water transfer scheme to the satisfaction of the Planning Secretary.  ,3,0.29925
/home/admin/dockers/masters/data/pdfminer/search/DA504-00-Mod-5.txt,2019,Water Management Plan, Within 12 months of the date of this consent the Applicant shall prepare and subsequently implement a revised Water Management Plan for the mine in consultation with Council SCA EPA Water Division and to the satisfaction of the Planning Secretary. ,3,0.4275
/home/admin/dockers/masters/data/pdfminer/search/DA504-00-Mod-5.txt,2019,Water Management Plan,This plan must be prepared by a qualified hydrogeologisthydrologist and include a a Water Balance b an Erosion and Sediment Control Plan c a Surface Water Monitoring Program d a Ground Water Monitoring Program and e a Surface and Ground Water Response Plan to address any potential adverse impacts associated with the development.  ,3,0.7
/home/admin/dockers/masters/data/pdfminer/search/DA504-00-Mod-5.txt,2019,Reporting, Each year the Applicant shall a review the Water Management Plan b update each subplan and c report the results of this review in the Annual Review including d the results of monitoring e details of the review for each subplan f amendments to the subplans and g details of the measures undertakenproposed to address any identified issues.  ,3,0.665
/home/admin/dockers/masters/data/pdfminer/search/SSD-6300.txt,2019,Water Management Plan,BThe Applicant must prepare a Water Management Plan for the development to the satisfaction of the Planning Secretary. ,3,0.45
/home/admin/dockers/masters/data/pdfminer/search/MP08_0223-Mod-2.txt,2019,Construction Erosion and Sediment Control Plan, The Proponent must prepare and implement an Erosion and Sediment Control Plan for construction on the site to the satisfaction of the Planning Secretary. ,3,0.45
/home/admin/dockers/masters/data/pdfminer/search/MP08_0223-Mod-2.txt,2019,Construction Erosion and Sediment Control Plan, Soils and Construction Volume 2E Mines and Quarries DECC 2008 or its latest version  d identify activities that could cause soil erosion and generate sediment particularly in relation to activities near waterways  e describe the location function and capacity of erosion and sediment control structures  f describe what measures would be implemented to maintain the structures over time and g describe the sediment and erosion control measures to be implemented for all activities undertaken at the site particularly during the construction phase of the project.   ,3,0
/home/admin/dockers/masters/data/pdfminer/search/MP08_0223-Mod-2.txt,2019,Flooding, The Proponent must undertake a flood study for the site to the satisfaction of the Planning Secretary. ,3,0.45
/home/admin/dockers/masters/data/pdfminer/search/MP08_0223-Mod-2.txt,2019,Water Management Plan, The Proponent must prepare and implement a Water Management Plan for the project to the satisfaction of the Planning Secretary. ,3,0.45
/home/admin/dockers/masters/data/pdfminer/search/MP08_0223-Mod-2.txt,2019,Water Management Plan,This plan must be prepared in consultation with the EPA NRAR and WaterNSW by suitably qualified and experienced persons and be submitted to the Planning Secretary for approval within 6 months of the date of this approval. ,3,0.42
/home/admin/dockers/masters/data/pdfminer/search/MP10_0138-Mod-6.txt,2019,Water Management Plan,The Proponent shall prepare and implement a Water Management Plan for the project to the satisfaction of the Secretary.  ,3,0.4275
/home/admin/dockers/masters/data/pdfminer/search/MP10_0138-Mod-6.txt,2019,Water Management Plan,This plan must be prepared in consultation with BCD DPIE Water and North West LLS by suitably qualified and experienced persons whose appointment has been approved by the Secretary and be submitted to the Secretary for approval prior to the commencement of construction.  ,3,0.357
/home/admin/dockers/masters/data/pdfminer/search/DA305-11-01-Mod-7.txt,2019,Water Supply, The Applicant must ensure that it has sufficient water for all stages of the development and if necessary adjust the scale of mining operations to match its available water supply to the satisfaction of the Secretary.   ,4,0.1125
/home/admin/dockers/masters/data/pdfminer/search/MP08_0102-Mod-8.txt,2019,Water Supply, The Proponent must obtain all necessary water licences for the project under the Water Act 1912 or the Water Management Act The Proponent must ensure that it has sufficient water for all stages of the project and if necessary adjust the scale of mining operations to match its available water supply to the satisfaction of the Secretary.  ,4,0.10125
/home/admin/dockers/masters/data/pdfminer/search/MP08_0102-Mod-8.txt,2019,Glennies Creek and Station Creek Alluvial Aquifers, The Proponent must not undertake any open cut mining operations within 150 metres of the Glennies Creek alluvial aquifer or Station Creek alluvial aquifer without the prior written approval of the Secretary. ,4,0.51
/home/admin/dockers/masters/data/pdfminer/search/MP08_0102-Mod-8.txt,2019,Glennies Creek and Station Creek Alluvial Aquifers,In seeking this approval the Proponent must consult with DoILW and demonstrate to the satisfaction of the Secretary that adequate safeguards have been incorporated into the Surface and Groundwater Response Plan see below to minimise prevent andor adequately offset groundwater leakage from the alluvial aquifers.  ,4,0.27
/home/admin/dockers/masters/data/pdfminer/search/MP08_0102-Mod-8.txt,2019,Water Management Performance Measures, The Proponent must comply with the performance measures in Table 13 to the satisfaction of the Secretary.     ,4,0.405
/home/admin/dockers/masters/data/pdfminer/search/SSD-5144-Mod-6.txt,2019,Water Supply, The Applicant must ensure that it has sufficient water for all stages of the development and if necessary adjust the scale of mining operations to match its available water supply.   ,4,0.25
/home/admin/dockers/masters/data/pdfminer/search/SSD-5144-Mod-6.txt,2019,Water Management Performance Measures, The Applicant must comply with the performance measures in Table 4 to the satisfaction of the Secretary.  ,4,0.405
/home/admin/dockers/masters/data/pdfminer/search/SSD-5144-Mod-6.txt,2019,Temporary Discharge of Water at MSSS, 1  The Applicant may discharge collected surface water from the MSSS Sediment Dam via Licenced Discharge Point LDP004 EPL 365 until 30 June  Any such discharge must be in accordance with conditions and 17 of this Schedule.  ,4,0.9
/home/admin/dockers/masters/data/pdfminer/search/MP09_0182-Mod-7.txt,2019,Water Supply, The Proponent shall ensure that it has sufficient water for all stages of the project and if necessary adjust the scale of mining operations on site to match its available water supply to the satisfaction of the Secretary. ,4,0.106875
/home/admin/dockers/masters/data/pdfminer/search/MP09_0182-Mod-7.txt,2019,Flood impacts Boggabri Rail Spur Line and Haul Road, The rail spur line rail spur bridges and any upgrade to the haul road must be designed and constructed to minimise impacts on flooding. ,4,1
/home/admin/dockers/masters/data/pdfminer/search/MP09_0182-Mod-7.txt,2019,Flood impacts Boggabri Rail Spur Line and Haul Road,Prior to construction of the rail spur line or any upgrades to the haul road the Proponent shall undertake a flood assessment of the detailed design to confirm there would be minimal impacts as predicted in the EA.   ,4,0.665
/home/admin/dockers/masters/data/pdfminer/search/MP05_0117-Mod-14.txt,2019,Water Supply,The Proponent shall ensure that  a it has sufficient water for all stages of the project and if necessary adjust the scale of operations on site to match its available water supply and b any water supply constraints do not compromise any aspect of the environmental performance of the mine.   ,4,0.2375
/home/admin/dockers/masters/data/pdfminer/search/MP05_0117-Mod-14.txt,2019,Water Management Performance Measures,The Proponent shall comply with the performance measures in Table 11 to the satisfaction of the Secretary.              ,4,0.38475
/home/admin/dockers/masters/data/pdfminer/search/MP08_0135-Mod-3.txt,2019,Water Supply,The Proponent shall ensure that  a it has sufficient water for all stages of the project and if necessary adjust the scale of operations on site to match its available water supply and b any water supply constraints do not compromise any aspect of the environmental performance of the mine.   ,4,0.2375
/home/admin/dockers/masters/data/pdfminer/search/MP08_0135-Mod-3.txt,2019,Water Management Performance Measures,The Proponent shall comply with the performance measures in Table 11 to the satisfaction of the Secretary.              ,4,0.38475
/home/admin/dockers/masters/data/pdfminer/search/MP08_0184-Mod-4.txt,2019,Remediation of the Goulbourn River Diversion, The Proponent must remediate the Goulburn River Diversion to the satisfaction of the Secretary in general accordance with the proposed strategy in the EA.  ,4,0.405
/home/admin/dockers/masters/data/pdfminer/search/SSD-5144-Mod-7.txt,2019,Water Supply, The Applicant must ensure that it has sufficient water for all stages of the development and if necessary adjust the scale of mining operations to match its available water supply.   ,4,0.25
/home/admin/dockers/masters/data/pdfminer/search/SSD-5144-Mod-7.txt,2019,Water Management Performance Measures, The Applicant must comply with the performance measures in Table 4 to the satisfaction of the Secretary.  ,4,0.405
/home/admin/dockers/masters/data/pdfminer/search/SSD-5144-Mod-7.txt,2019,Temporary Discharge of Water at MSSS, 1  The Applicant may discharge collected surface water from the MSSS Sediment Dam via Licenced Discharge Point LDP004 EPL 365 until 30 June  Any such discharge must be in accordance with conditions and 17 of this Schedule.  ,4,0.9
/home/admin/dockers/masters/data/pdfminer/search/MP08_0211-Mod-1.txt,2019,Water Supply, The Proponent must ensure that it has sufficient water for all stages of the project and if necessary adjust the scale of mining operations to match its licensed water entitlements to the satisfaction of the Planning Secretary.     ,4,0.10125
/home/admin/dockers/masters/data/pdfminer/search/SSD-5581-Mod-2.txt,2019,Water Supply,The Applicant must ensure that it has sufficient water for all stages of the development and if necessary adjust the scale of operations on site to match its available water supply.,4,0.25
/home/admin/dockers/masters/data/pdfminer/search/SSD-5581-Mod-2.txt,2019,Water Management Performance Measures, The Applicant must comply with the performance measures in Table 6 to the satisfaction of the Secretary.,4,0.405
/home/admin/dockers/masters/data/pdfminer/search/SSD-5579-Mod-3.txt,2019,Water Supply, The Applicant must ensure that it has sufficient water for all stages of the development and if necessary adjust the scale of operations on site to match its available water supply.  ,4,0.25
/home/admin/dockers/masters/data/pdfminer/search/MP08_0223-Mod-1.txt,2019,Water Supply, The Proponent must ensure that it has sufficient water for all stages of the project and if necessary adjust the scale of its operations to match its available water supply to the satisfaction of the Planning Secretary.  ,4,0.1125
/home/admin/dockers/masters/data/pdfminer/search/MP08_0223-Mod-1.txt,2019,Water Supply,The Proponent must preferentially use excess mine water from the Springvale Coal Mine for dust suppression at the site rather than potable town water supply.  ,4,0.35
/home/admin/dockers/masters/data/pdfminer/search/SSD-7142.txt,2019,Water Supply,BThe Applicant must ensure that it has sufficient water for all stages of the development and if necessary adjust the scale of the development to match its available water supply. ,4,0.25
/home/admin/dockers/masters/data/pdfminer/search/SSD-7142.txt,2019,Water Supply,BThe Applicant must report on water extracted from the site each year direct and indirect in the Annual Review including water taken under each water licence. ,4,0.63
/home/admin/dockers/masters/data/pdfminer/search/SSD-5850-Mod-2.txt,2019,Water Supply, The Applicant must ensure that it has sufficient water for all stages of the development and if necessary adjust the scale of operations on site to match its available water supply.  ,4,0.25
/home/admin/dockers/masters/data/pdfminer/search/SSD-6300.txt,2019,Water Supply,BThe Applicant must ensure that it has sufficient water for all stages of the development and if necessary adjust the scale of the development to match its available water supply. ,4,0.25
/home/admin/dockers/masters/data/pdfminer/search/SSD-6300.txt,2019,Water Supply,BThe Applicant must report on water extracted from the site each year direct and indirect in the Annual Review including water taken under each water licence. ,4,0.63
/home/admin/dockers/masters/data/pdfminer/search/SSD-6300.txt,2019,Water Management Performance Measures, Maintain separation between clean dirty i.,4,0
/home/admin/dockers/masters/data/pdfminer/search/SSD-6300.txt,2019,Water Management Performance Measures,e. ,4,0
/home/admin/dockers/masters/data/pdfminer/search/MP08_0223-Mod-2.txt,2019,Water Supply, The Proponent must ensure that it has sufficient water for all stages of the project and if necessary adjust the scale of its operations to match its available water supply to the satisfaction of the Planning Secretary.  ,4,0.1125
/home/admin/dockers/masters/data/pdfminer/search/MP08_0223-Mod-2.txt,2019,Water Supply,The Proponent must preferentially use excess mine water from the Springvale Coal Mine for dust suppression at the site rather than potable town water supply.  ,4,0.35
/home/admin/dockers/masters/data/pdfminer/search/MP10_0138-Mod-6.txt,2019,Water Supply,The Proponent shall ensure that it has sufficient water for all stages of the project and if necessary adjust the scale of mining operations on site to match its available water supply to the satisfaction of the Secretary. ,4,0.106875
/home/admin/dockers/masters/data/pdfminer/search/DA4994-Mod-10.txt,2019,Water Management Plan,  The Applicant must prepare a Water Management Plan for the development to the satisfaction of the Secretary. ,3,0.45
/home/admin/dockers/masters/data/pdfminer/search/DA4994-Mod-10.txt,2019,Water Management Plan, a site water balance for the development which includes details of sources and security of water supply on site water use and management and off site water transfers and investigates and describes measures to minimise water use by the development. ,3,0
/home/admin/dockers/masters/data/pdfminer/search/DA4994-Mod-10.txt,2019,Erosion and Sediment Control Plan, 1  The Applicant must prepare an Erosion and Sediment Control Plan. ,3,1
/home/admin/dockers/masters/data/pdfminer/search/DA4994-Mod-10.txt,2019,Erosion and Sediment Control Plan,This Plan must i be consistent with the requirements of the Managing Urban Stormwater Soils and Construction Manual Landcom 2004 or its latest version ii identify activities that could cause soil erosion and generate sediment iii describe measures to minimise soil erosion and the potential for transport of sediment to downstream waters iv describe the location function and capacity of erosion and sediment control structures and v describe what measures would be implemented to monitor and maintain the structures over time.  ,3,1
/home/admin/dockers/masters/data/pdfminer/search/DA4994-Mod-10.txt,2019,Water Supply, 1The Applicant must obtain all necessary water licences for the project under the Water Act 1912 or the Water Management Act 1 The Applicant must ensure that it has sufficient water for all stages of the project and if necessary adjust the scale of mining operations to match its available water supply to the satisfaction of the Secretary.  ,4,0.10125
/home/admin/dockers/masters/data/pdfminer/search/DA4994-Mod-10.txt,2019,Rixs Creek Diversion,  The Applicant must i liaise with DPI Water and meet their requirements for the design construction and maintenance of any diversion of Rixs Creek ii not divert Rixs Creek in the southern mining area iii not mine within 20m of the bank of Rixs Creek in Pit 2 and Pit Reasons To protect water quality in Rixs Creek and to provide for water management measures at the site.  ,4,1
/home/admin/dockers/masters/data/pdfminer/search/SSD-5144-Mod-8.txt,2020,Water Pollution, Unless an EPL authorises otherwise the Applicant must comply with Section 120 of the POEO Act.  ,1,0.9
/home/admin/dockers/masters/data/pdfminer/search/SSD-5144-Mod-8.txt,2020,Water Pollution,The Applicant must implement all reasonable and feasible measures to reduce water pollution associated with the discharge of surface water or minewater particularly salinity and dissolved or suspended metals associated with groundwater pumped from underground mine workings required to comply with any EPL applying to the development.  ,1,0.225
/home/admin/dockers/masters/data/pdfminer/search/SSD-5850-Mod-3.txt,2020,Water Pollution, Unless an EPL or the EPA authorises otherwise the Applicant must comply with Section 120 of the POEO Act.  ,1,0.9
/home/admin/dockers/masters/data/pdfminer/search/SSD-5850-Mod-3.txt,2020,Creek Diversions, The Applicant must construct maintain and rehabilitate any approved creek diversions associated with the development including the diversions of Bettys Creek around the Eastern Rail Pit and into Main Creek to the satisfaction of the Secretary.  ,1,0.27
/home/admin/dockers/masters/data/pdfminer/search/MP10_0059-Mod-3.txt,2020,Surface Water Discharges, The Proponent shall ensure that all surface water discharges from the site comply with the discharge limits both volume and quality set for the project in any EPL.  ,1,0.855
/home/admin/dockers/masters/data/pdfminer/search/MP11_0047-Mod-8.txt,2020,Surface Water Discharges, The Proponent shall ensure that all surface water discharges from the site comply with the discharge limits both volume and quality set for the project in any EPL.  ,1,0.855
/home/admin/dockers/masters/data/pdfminer/search/MP05_0117-Mod-15.txt,2020,Water Pollution,Unless an EPL authorises otherwise the Proponent shall comply with section 120 of the POEO Act.   ,1,0.855
/home/admin/dockers/masters/data/pdfminer/search/MP05_0117-Mod-15.txt,2020,Water Pollution,Water Management Performance Measures The Proponent shall comply with the performance measures in Table 11 to the satisfaction of the Secretary.         ,1,0.38475
/home/admin/dockers/masters/data/pdfminer/search/MP06_0311-Mod-5.txt,2020,Discharge, The Applicant must only discharge water from the site as expressly provided for by its EPL.  ,1,0.9
/home/admin/dockers/masters/data/pdfminer/search/MP06_0311-Mod-5.txt,2020,Discharge,The Applicant must investigate assess and report on the ecological interactions of minewater discharged from the site with the aquatic ecology of the unnamed creek and wetlands and associated vegetation between the minewater discharge points and Lake Macquarie. ,1,0.7
/home/admin/dockers/masters/data/pdfminer/search/SSD-5465-Mod-3.txt,2020,Water Pollution, Unless an EPL authorises otherwise the Applicant must comply with Section 120 of the POEO Act.  ,1,0.9
/home/admin/dockers/masters/data/pdfminer/search/SSD-5465-Mod-3.txt,2020,Sewage Management, The Applicant must manage sewage generated by the development in accordance with the requirements of an EPL.  ,1,0.9
/home/admin/dockers/masters/data/pdfminer/search/SSD-5000.txt,2020,Surface Water Discharges, The Applicant shall ensure that all surface water discharges from the site comply with the discharge limits both volume and quality set for the development in any EPL.  ,1,0.855
/home/admin/dockers/masters/data/pdfminer/search/SSD-5000.txt,2020,Mine Water Storages, The Applicant shall implement all reasonable and feasible measures to prevent migration of saline water from the Blue Vale Mine Water Storage MWSS1 or provide suitable measures to offset the salinity impacts on the Namoi River to the satisfaction of EPA and the Secretary.  ,1,0.106875
/home/admin/dockers/masters/data/pdfminer/search/MP08_0223-Mod-3.txt,2020,Surface Water Discharges, The Proponent must ensure that all surface water discharges from the site comply with the discharge limits both volume and quality set for the project in any EPL.  ,1,0.9
/home/admin/dockers/masters/data/pdfminer/search/MP08_0223-Mod-3.txt,2020,Remediation of Soil Contamination, Within 6 months of the date of this approval unless otherwise agreed by the Planning Secretary the Proponent must undertake a Phase 2 Contamination Assessment for the site and implement any necessary remediation within 18 months of this approval in accordance with the requirements of the Contaminated Land Management Act 1997 to the satisfaction of the EPA.   ,1,0.18225
/home/admin/dockers/masters/data/pdfminer/search/MP09_0013.txt,2020,Water Discharges, BThe Applicant must ensure that all surface discharges from the site comply with a discharge limits both volume and quality set for the development in any EPL or b relevant provisions of the POEO Act.  ,1,0.9
/home/admin/dockers/masters/data/pdfminer/search/MP09_0013.txt,2020,Water Discharges,Water Management Performance Measures  BThe Applicant must ensure that the development does not cause any exceedance of the performance measures in Table 4 to the satisfaction of the Planning Secretary.  ,1,0.45
/home/admin/dockers/masters/data/pdfminer/search/SSD-5850-Mod-3.txt,2020,Compensatory Water Supply, The Applicant must provide a compensatory water supply to any landowner of privatelyowned land whose rightful water supply is adversely and directly impacted other than a negligible impact as a result of the development in consultation with DPIE Water and to the satisfaction of the Secretary.  ,2,0.1125
/home/admin/dockers/masters/data/pdfminer/search/SSD-5850-Mod-3.txt,2020,Compensatory Water Supply,The compensatory water supply measures must provide an alternative long term supply of water that is equivalent in quality and volume to the loss attributable to the development.  ,2,1
/home/admin/dockers/masters/data/pdfminer/search/MP11_0047-Mod-8.txt,2020,Compensatory Water Supply, The Proponent shall provide a compensatory water supply to any owner of privatelyowned land whose water supply is adversely and directly impacted other than a negligible impact as a result of the project in consultation with DPIE Water and to the satisfaction of the Secretary.  ,2,0.106875
/home/admin/dockers/masters/data/pdfminer/search/MP11_0047-Mod-8.txt,2020,Compensatory Water Supply,The compensatory water supply measures must provide an alternative longterm supply of water that is equivalent to the loss attributed to the project.  ,2,1
/home/admin/dockers/masters/data/pdfminer/search/MP05_0117-Mod-15.txt,2020,Compensatory Water Supply,The Proponent shall provide a compensatory water supply to any landowner of privately owned land whose water supply is adversely and directly impacted other than an impact that is negligible as a result of the project in consultation with DPIE Water and to the satisfaction of the Secretary.  ,2,0.106875
/home/admin/dockers/masters/data/pdfminer/search/MP05_0117-Mod-15.txt,2020,Compensatory Water Supply,The compensatory water supply measures must provide an alternative longterm supply of water that is equivalent to the loss attributed to the project. ,2,1
/home/admin/dockers/masters/data/pdfminer/search/SSD-5000.txt,2020,Compensatory Water Supply, The Applicant shall provide a compensatory water supply to any owner of privatelyowned land whose water supply is adversely and directly impacted other than a negligible impact as a result of the development in consultation with NOW and to the satisfaction of the Secretary.  ,2,0.106875
/home/admin/dockers/masters/data/pdfminer/search/SSD-5000.txt,2020,Compensatory Water Supply,The compensatory water supply measures must provide an alternative long term supply of water that is equivalent to the loss attributed to the development. ,2,1
/home/admin/dockers/masters/data/pdfminer/search/SSD-9526.txt,2020,Compensatory Water Supply,BPrior to commencing extraction of ROM coal under this consent the Applicant must notify owners of licensed privatelyowned groundwater bores that are predicted to have a drawdown of greater than 2 metres as a result of the development. ,2,0.9
/home/admin/dockers/masters/data/pdfminer/search/SSD-9526.txt,2020,Compensatory Water Supply,BThe Applicant must provide a compensatory water supply to any landowner of privatelyowned land whose rightful water supply is adversely and directly impacted other than an impact that is minor or negligible as a result of the development in consultation with DPIE Water and to the satisfaction of the Planning Secretary. ,2,0.1125
/home/admin/dockers/masters/data/pdfminer/search/SSD-5144-Mod-8.txt,2020,Water Management Plan, The Applicant must prepare a Water Management Plan for the development to the satisfaction of the Secretary. ,3,0.45
/home/admin/dockers/masters/data/pdfminer/search/SSD-5850-Mod-3.txt,2020,Water Management Plan, The Applicant must prepare a Water Management Plan for the development. ,3,1
/home/admin/dockers/masters/data/pdfminer/search/MP10_0059-Mod-3.txt,2020,Water Management Plan, The Proponent shall prepare and implement a Water Management Plan for the project to the satisfaction of the Secretary. ,3,0.4275
/home/admin/dockers/masters/data/pdfminer/search/MP11_0047-Mod-8.txt,2020,Goonbri Creek Diversion and Flood Bund Concept Design Plan, The Proponent shall prepare and implement a Goonbri Creek Diversion and Flood Bund Concept Design Plan to the satisfaction of the Secretary. ,3,0.4275
/home/admin/dockers/masters/data/pdfminer/search/MP11_0047-Mod-8.txt,2020,Goonbri Creek Diversion and Low Permeability Barrier � Design and Construction, The Proponent shall design the Goonbri Creek diversion and LPB to the satisfaction of DPIE Water and the Secretary.  ,3,0.4275
/home/admin/dockers/masters/data/pdfminer/search/MP11_0047-Mod-8.txt,2020,Goonbri Creek Diversion and Low Permeability Barrier � Design and Construction, including biological attack.  ,3,0
/home/admin/dockers/masters/data/pdfminer/search/MP11_0047-Mod-8.txt,2020,Water Management Plan, The Proponent shall prepare and implement a Water Management Plan for the project to the satisfaction of the Secretary. ,3,0.4275
/home/admin/dockers/masters/data/pdfminer/search/MP05_0117-Mod-15.txt,2020,Independent Water Quality Study, 3 By 1 December 2021 unless the Secretary agrees otherwise the Proponent must complete an Independent Water Quality Study in accordance with the ANZECC Guidelines in consultation with EPA and to the satisfaction of the Secretary. ,3,0.18225
/home/admin/dockers/masters/data/pdfminer/search/MP05_0117-Mod-15.txt,2020,Independent Water Quality Study,The study must a be undertaken by an independent scientific organisation with suitable water expertise whose appointment has been approved by the Secretary b collect and utilise water quality monitoring data in the Goulburn River using locations endorsed by the EPA c determine appropriate background salinity and heavy metal levels for the Goulburn River upstream of the project site d recommend an electrical conductivity limit for treated water discharges to the Goulburn River from the Moolarben Coal Complex based on the process outlined in the ANZECC Guidelines.   ,3,0.6
/home/admin/dockers/masters/data/pdfminer/search/MP05_0117-Mod-15.txt,2020,Water Management Plan,The Proponent shall prepare and implement a Water Management Plan for the project to the satisfaction of the Secretary. ,3,0.4275
/home/admin/dockers/masters/data/pdfminer/search/MP05_0117-Mod-15.txt,2020,Water Management Plan,This plan must  a be prepared in consultation with DPIE Water NRAR and the EPA by suitably qualified and experienced persons whose appointment has been approved by the Secretary and be revised and submitted to the Secretary for approval by 31 October ainclude reference to the National Water Quality Management Strategy ainclude detailed performance criteria and describe measures to ensure that the Proponent complies with the Water Management Performance Measures see Table b in addition to the standard requirements for management plans see Condition 3 of Schedule 5 this plan must include a i. ,3,0.1323
/home/admin/dockers/masters/data/pdfminer/search/MP05_0117-Mod-15.txt,2020,Brine Management Plan,3 Prior to operating the Water Treatment Facility the Proponent shall prepare a Brine Management Plan for the project in consultation with the EPA and to the satisfaction of the Secretary. ,3,0.4275
/home/admin/dockers/masters/data/pdfminer/search/MP05_0117-Mod-15.txt,2020,Brine Management Plan,This plan must  a be prepared by suitably qualified and experienced persons whose appointment has been approved by the Secretary b detail the methods that would be used to manage brine the proposed brine storage locations and the volumes of brine that would be managed at each location c detail the measures that would be implemented to avoid andor minimise impacts from the storage of brine at the surface and the transfer and disposal of brine in underground workings d include a program to investigate options to decrease the quantity of brine over time and e include a program to monitor potential impacts of brine storage transfer and disposal in underground workings.   ,3,0.42
/home/admin/dockers/masters/data/pdfminer/search/MP06_0311-Mod-5.txt,2020,Water Management Plan, The Applicant must prepare a Water Management Plan for the development to the satisfaction of the Planning Secretary. ,3,0.45
/home/admin/dockers/masters/data/pdfminer/search/MP06_0311-Mod-5.txt,2020,Erosion and Sediment Control, The Erosion and Sediment Control Plan must a be consistent with the requirements of Managing Urban Stormwater Soils and Construction Landcom 2004 or its latest version b identify activities that could cause soil erosion and generate sediment c describe measures to minimise soil erosion and the potential for transport of sediment from the site d describe the location function and capacity of erosion and sediment control structures and e describe what measures would be implemented to monitor and maintain the structures over time. ,3,1
/home/admin/dockers/masters/data/pdfminer/search/MP06_0311-Mod-5.txt,2020,Erosion and Sediment Control,Surface Water Monitoring Program  The Surface Water Monitoring Plan must include a detailed baseline data on surface water flows and quality in creeks and other waterbodies that could be affected by the development b surface water impact assessment criteria c a program to monitor the impact of the development on surface water flows and quality and d procedures for reporting the results of this monitoring.  ,3,0.7
/home/admin/dockers/masters/data/pdfminer/search/MP06_0311-Mod-5.txt,2020,Groundwater Monitoring Program, The Groundwater Monitoring Program must include a detailed baseline data to benchmark the natural variation in groundwater levels yield and quality b groundwater impact assessment criteria c a program to monitor the impact of the development on groundwater levels yield and quality and  d procedures for reporting the results of this monitoring.  ,3,0.7
/home/admin/dockers/masters/data/pdfminer/search/SSD-5465-Mod-3.txt,2020,Water Management Plan, The Applicant must prepare a Water Management Plan for the surface facilities sites to the satisfaction of the Planning Secretary. ,3,0.45
/home/admin/dockers/masters/data/pdfminer/search/SSD-5465-Mod-3.txt,2020,Water Management Plan,This plan must be prepared in consultation with DPIE Water and EPA by suitably qualified and experienced persons whose appointment has been endorsed by the Planning Secretary and submitted to the Planning Secretary for approval within 6 months of the date of this consent. ,3,0.42
/home/admin/dockers/masters/data/pdfminer/search/SSD-4960-Mod-3.txt,2020,Water Management Plan, The Applicant must prepare a Water Management Plan for the development to the satisfaction of the Planning Secretary. ,3,0.45
/home/admin/dockers/masters/data/pdfminer/search/SSD-5000.txt,2020,Flooding, The Applicant must obtain an approval under Part 8 of the Water Act 1912 for all applicable works associated with the Kamilaroi Highway overpass. ,3,0.6
/home/admin/dockers/masters/data/pdfminer/search/SSD-5000.txt,2020,Flooding,The Applicant shall ensure that the design and construction of the Kamilaroi Highway overpass is consistent with the Boggabri to Carroll Flood Plain Management Plan to the satisfaction of NOW.  ,3,0.4275
